event_id,plate,zone,zone_id,speed,limit,time,camera,status
569,KA26GV1325,Academic Block B,3,22,20,2026-03-24 05:11:58,CAM-7,VIOLATION
570,AS62CG5474,Residential Zone,4,63,15,2026-03-23 17:55:58,CAM-6,VIOLATION
571,ML53WF1442,Sports Complex,5,18,25,2026-03-23 14:12:58,CAM-7,NORMAL
572,AS40IU3799,Academic Block A,2,63,20,2026-03-23 17:20:58,CAM-1,VIOLATION
573,AS39TF1535,Sports Complex,5,70,25,2026-03-23 21:24:58,CAM-9,VIOLATION
574,DL80AM5081,Sports Complex,5,45,25,2026-03-24 10:40:58,CAM-5,VIOLATION
575,DL83RN3192,Library Junction,7,61,20,2026-03-23 19:13:58,CAM-11,VIOLATION
576,WB34HA6278,Academic Block A,2,40,20,2026-03-23 17:40:58,CAM-5,VIOLATION
577,DL98KR3808,Residential Zone,4,10,15,2026-03-23 22:41:58,CAM-4,NORMAL
578,DL15VL1668,Library Junction,7,63,20,2026-03-23 15:41:58,CAM-9,VIOLATION
579,WB55CZ1211,Main Gate,1,58,20,2026-03-23 13:57:58,CAM-6,VIOLATION
580,ML72BR1484,Academic Block B,3,53,20,2026-03-23 13:10:58,CAM-5,VIOLATION
581,KA55JD5796,Sports Complex,5,50,25,2026-03-23 15:54:58,CAM-8,VIOLATION
582,ML64JM7237,Library Junction,7,10,20,2026-03-23 21:39:58,CAM-2,NORMAL
583,KA16QU5840,Academic Block B,3,62,20,2026-03-24 05:37:58,CAM-8,VIOLATION
584,ML96SL5034,GH-4 Gate,8,60,20,2026-03-23 13:41:58,CAM-4,VIOLATION
585,WB84FK1524,Academic Block A,2,69,20,2026-03-23 18:01:58,CAM-6,VIOLATION
586,DL32VH5131,Sports Complex,5,35,25,2026-03-24 07:12:58,CAM-2,VIOLATION
587,ML66ZK5727,Main Gate,1,27,20,2026-03-24 07:59:58,CAM-12,VIOLATION
588,AS11BT4725,Academic Block B,3,21,20,2026-03-23 13:19:58,CAM-5,VIOLATION
589,ML94LG3675,Residential Zone,4,28,15,2026-03-23 18:26:58,CAM-6,VIOLATION
590,KA16QU5840,Main Gate,1,27,20,2026-03-24 11:54:58,CAM-10,VIOLATION
591,KA55JD5796,Hospital Road,6,67,20,2026-03-23 17:43:58,CAM-9,VIOLATION
592,WB59SZ3341,Sports Complex,5,55,25,2026-03-24 02:42:58,CAM-2,VIOLATION
593,ML64JM7237,Library Junction,7,41,20,2026-03-23 21:51:58,CAM-9,VIOLATION
594,AS39DD6131,GH-4 Gate,8,36,20,2026-03-23 17:24:58,CAM-3,VIOLATION
595,AS87CO8533,Academic Block B,3,10,20,2026-03-24 06:26:58,CAM-8,NORMAL
596,DL99TM2873,GH-4 Gate,8,67,20,2026-03-24 01:53:58,CAM-3,VIOLATION
597,WB19EG7034,Hospital Road,6,14,20,2026-03-23 23:21:58,CAM-3,NORMAL
598,KA67DY2024,Hospital Road,6,48,20,2026-03-24 08:51:58,CAM-6,VIOLATION
599,ML07XQ7196,Residential Zone,4,46,15,2026-03-24 02:09:58,CAM-2,VIOLATION
600,KA32HP4802,Academic Block A,2,62,20,2026-03-24 06:49:58,CAM-6,VIOLATION
601,DL63EZ3326,Academic Block A,2,67,20,2026-03-24 05:24:58,CAM-7,VIOLATION
602,ML64JM7237,Main Gate,1,35,20,2026-03-23 13:06:58,CAM-10,VIOLATION
603,KA98NI8813,Hospital Road,6,52,20,2026-03-24 08:42:58,CAM-5,VIOLATION
604,DL05AZ5766,GH-4 Gate,8,10,20,2026-03-23 14:39:58,CAM-11,NORMAL
605,AS85BJ2738,Main Gate,1,55,20,2026-03-24 05:02:58,CAM-5,VIOLATION
606,DL99TM2873,Academic Block A,2,47,20,2026-03-24 06:13:58,CAM-8,VIOLATION
607,WB83EK6884,Academic Block A,2,26,20,2026-03-23 12:30:58,CAM-1,VIOLATION
608,ML07XQ7196,Library Junction,7,19,20,2026-03-23 18:30:58,CAM-11,NORMAL
609,AS05UA4808,Academic Block A,2,42,20,2026-03-24 07:04:58,CAM-6,VIOLATION
610,KA72NF7276,GH-4 Gate,8,66,20,2026-03-24 04:27:58,CAM-12,VIOLATION
611,KA16IA3366,Main Gate,1,19,20,2026-03-23 19:25:58,CAM-8,NORMAL
612,AS38TM4623,Hospital Road,6,17,20,2026-03-24 03:19:58,CAM-7,NORMAL
613,ML66ZK5727,Residential Zone,4,64,15,2026-03-23 14:07:58,CAM-2,VIOLATION
614,WB53AS7612,Main Gate,1,47,20,2026-03-24 03:34:58,CAM-8,VIOLATION
615,WB83EK6884,Sports Complex,5,51,25,2026-03-23 16:02:58,CAM-3,VIOLATION
616,AS62CG5474,Academic Block B,3,49,20,2026-03-23 23:47:58,CAM-4,VIOLATION
617,AS15DM4115,Residential Zone,4,11,15,2026-03-24 04:55:58,CAM-4,NORMAL
618,DL40VN4049,Library Junction,7,26,20,2026-03-23 16:25:58,CAM-10,VIOLATION
619,KA30QN3381,Library Junction,7,21,20,2026-03-24 08:39:58,CAM-6,VIOLATION
620,ML53WF1442,Residential Zone,4,39,15,2026-03-24 00:19:58,CAM-2,VIOLATION
621,WB59SZ3341,Academic Block B,3,61,20,2026-03-24 11:27:58,CAM-8,VIOLATION
622,DL01NF5747,Academic Block B,3,62,20,2026-03-23 19:07:58,CAM-6,VIOLATION
623,KA98NI8813,Sports Complex,5,66,25,2026-03-23 23:07:58,CAM-12,VIOLATION
624,AS34EA9219,Academic Block B,3,59,20,2026-03-24 05:02:58,CAM-4,VIOLATION
625,KA32PF6209,Academic Block A,2,40,20,2026-03-23 21:29:58,CAM-1,VIOLATION
626,AS87CO8533,Main Gate,1,24,20,2026-03-23 16:56:58,CAM-3,VIOLATION
627,DL63EZ3326,Residential Zone,4,63,15,2026-03-23 22:00:58,CAM-8,VIOLATION
628,KA82OH1461,GH-4 Gate,8,13,20,2026-03-24 10:50:58,CAM-4,NORMAL
629,DL39UK9366,Sports Complex,5,38,25,2026-03-24 00:24:58,CAM-7,VIOLATION
630,AS56EJ1700,Main Gate,1,33,20,2026-03-23 16:31:58,CAM-11,VIOLATION
631,DL21FZ5173,Library Junction,7,17,20,2026-03-24 08:00:58,CAM-12,NORMAL
632,DL72HP6499,Academic Block A,2,67,20,2026-03-24 06:00:58,CAM-12,VIOLATION
633,DL15VL1668,Residential Zone,4,49,15,2026-03-24 07:01:58,CAM-8,VIOLATION
634,AS11BT4725,Residential Zone,4,13,15,2026-03-24 00:58:58,CAM-4,NORMAL
635,DL59QR2695,Residential Zone,4,50,15,2026-03-24 08:01:58,CAM-11,VIOLATION
636,DL59QR2695,Sports Complex,5,39,25,2026-03-24 07:29:58,CAM-10,VIOLATION
637,KA05JP7623,Residential Zone,4,10,15,2026-03-24 09:28:58,CAM-7,NORMAL
638,WB48OH1391,Academic Block B,3,13,20,2026-03-24 01:30:58,CAM-2,NORMAL
639,AS83FS6022,Library Junction,7,41,20,2026-03-23 16:31:58,CAM-10,VIOLATION
640,KA57ND7683,Library Junction,7,32,20,2026-03-23 12:48:58,CAM-12,VIOLATION
641,WB15EK7276,Library Junction,7,21,20,2026-03-24 00:26:58,CAM-1,VIOLATION
642,AS20GA9785,Academic Block A,2,35,20,2026-03-24 11:14:58,CAM-12,VIOLATION
643,WB84FK1524,GH-4 Gate,8,15,20,2026-03-24 07:33:58,CAM-9,NORMAL
644,KA05JP7623,Residential Zone,4,28,15,2026-03-24 06:04:58,CAM-2,VIOLATION
645,ML28CR1695,Academic Block A,2,42,20,2026-03-24 02:29:58,CAM-11,VIOLATION
646,WB48OH1391,Hospital Road,6,25,20,2026-03-23 17:23:58,CAM-11,VIOLATION
647,ML37VL7728,Academic Block A,2,56,20,2026-03-23 19:12:58,CAM-2,VIOLATION
648,WB15EK7276,Library Junction,7,62,20,2026-03-24 09:54:58,CAM-2,VIOLATION
649,KA05JP7623,Sports Complex,5,51,25,2026-03-24 11:18:58,CAM-1,VIOLATION
650,DL72HP6499,Residential Zone,4,14,15,2026-03-23 23:15:58,CAM-6,NORMAL
651,KA16QU5840,Library Junction,7,39,20,2026-03-23 22:45:58,CAM-1,VIOLATION
652,DL86SZ9423,Academic Block B,3,39,20,2026-03-23 23:02:58,CAM-4,VIOLATION
653,WB34HA6278,Academic Block B,3,56,20,2026-03-24 06:51:58,CAM-5,VIOLATION
654,KA11BF5605,Sports Complex,5,34,25,2026-03-23 14:03:58,CAM-5,VIOLATION
655,ML28CR1695,Residential Zone,4,10,15,2026-03-24 12:03:58,CAM-8,NORMAL
656,KA13RM5187,Academic Block B,3,61,20,2026-03-23 19:04:58,CAM-5,VIOLATION
657,AS20GA9785,Residential Zone,4,45,15,2026-03-23 13:34:58,CAM-12,VIOLATION
658,WB67HF8236,GH-4 Gate,8,56,20,2026-03-24 03:07:58,CAM-2,VIOLATION
659,DL31BI3386,Academic Block A,2,18,20,2026-03-23 19:37:58,CAM-11,NORMAL
660,KA32HP4802,Sports Complex,5,60,25,2026-03-23 17:41:58,CAM-7,VIOLATION
661,KA17GN7428,Academic Block A,2,13,20,2026-03-24 09:10:58,CAM-8,NORMAL
662,KA91LX9133,Academic Block A,2,18,20,2026-03-24 03:34:58,CAM-1,NORMAL
663,ML67AP9551,Library Junction,7,58,20,2026-03-23 19:39:58,CAM-7,VIOLATION
664,AS83FS6022,Academic Block B,3,55,20,2026-03-24 08:18:58,CAM-11,VIOLATION
665,WB35LG7640,Library Junction,7,34,20,2026-03-23 15:00:58,CAM-11,VIOLATION
666,DL09RM3079,GH-4 Gate,8,30,20,2026-03-24 02:32:58,CAM-4,VIOLATION
667,DL83WU9535,Academic Block A,2,31,20,2026-03-24 05:25:58,CAM-4,VIOLATION
668,KA57ND7683,Main Gate,1,67,20,2026-03-24 00:38:58,CAM-11,VIOLATION
669,DL68JU6845,GH-4 Gate,8,68,20,2026-03-23 23:57:58,CAM-12,VIOLATION
670,KA57ND7683,Sports Complex,5,20,25,2026-03-23 12:27:58,CAM-12,NORMAL
671,DL86SZ9423,Sports Complex,5,21,25,2026-03-24 10:20:58,CAM-10,NORMAL
672,KA82OH1461,Library Junction,7,47,20,2026-03-23 19:50:58,CAM-10,VIOLATION
673,DL52IZ2550,Academic Block B,3,39,20,2026-03-24 03:59:58,CAM-4,VIOLATION
674,WB67HF8236,Academic Block B,3,41,20,2026-03-24 01:10:58,CAM-7,VIOLATION
675,AS35MP2924,Main Gate,1,51,20,2026-03-24 11:14:58,CAM-10,VIOLATION
676,AS86JG9373,Hospital Road,6,28,20,2026-03-23 14:19:58,CAM-3,VIOLATION
677,AS34EA9219,Library Junction,7,64,20,2026-03-24 05:05:58,CAM-9,VIOLATION
678,AS83FS6022,Residential Zone,4,24,15,2026-03-23 19:03:58,CAM-6,VIOLATION
679,DL86SZ9423,Library Junction,7,36,20,2026-03-24 07:20:58,CAM-12,VIOLATION
680,AS20GA9785,Academic Block B,3,39,20,2026-03-24 02:02:58,CAM-4,VIOLATION
681,AS87CO8533,Hospital Road,6,15,20,2026-03-24 07:27:58,CAM-1,NORMAL
682,DL32VH5131,Sports Complex,5,57,25,2026-03-23 23:47:58,CAM-8,VIOLATION
683,ML66ZK5727,Academic Block B,3,64,20,2026-03-23 17:31:58,CAM-11,VIOLATION
684,DL32VH5131,Academic Block A,2,36,20,2026-03-23 17:36:58,CAM-3,VIOLATION
685,DL83WU9535,Academic Block A,2,56,20,2026-03-23 18:22:58,CAM-12,VIOLATION
686,ML34UE2374,Residential Zone,4,45,15,2026-03-24 08:37:58,CAM-9,VIOLATION
687,DL21FZ5173,Residential Zone,4,57,15,2026-03-23 15:39:58,CAM-11,VIOLATION
688,AS40IU3799,Main Gate,1,25,20,2026-03-23 21:30:58,CAM-7,VIOLATION
689,DL32VH5131,Sports Complex,5,38,25,2026-03-23 13:52:58,CAM-4,VIOLATION
690,DL39UK9366,Sports Complex,5,29,25,2026-03-23 22:22:58,CAM-2,VIOLATION
691,DL99TM2873,Academic Block A,2,29,20,2026-03-23 23:12:58,CAM-10,VIOLATION
692,DL83RN3192,Academic Block B,3,68,20,2026-03-23 17:25:58,CAM-9,VIOLATION
693,KA16QU5840,Academic Block B,3,48,20,2026-03-24 12:22:58,CAM-11,VIOLATION
694,AS20GA9785,Residential Zone,4,26,15,2026-03-23 13:12:58,CAM-5,VIOLATION
695,ML88FN3438,Main Gate,1,52,20,2026-03-23 18:32:58,CAM-8,VIOLATION
696,DL74BJ4274,GH-4 Gate,8,14,20,2026-03-23 17:20:58,CAM-11,NORMAL
697,KA91LX9133,GH-4 Gate,8,13,20,2026-03-23 18:28:58,CAM-9,NORMAL
698,KA04TV4558,Hospital Road,6,15,20,2026-03-23 15:04:58,CAM-8,NORMAL
699,ML56BF3812,Academic Block A,2,68,20,2026-03-23 20:12:58,CAM-1,VIOLATION
700,ML28TE1153,Academic Block A,2,28,20,2026-03-23 20:25:58,CAM-12,VIOLATION
701,DL08NI4952,Library Junction,7,12,20,2026-03-23 14:27:58,CAM-1,NORMAL
702,DL86SZ9423,Main Gate,1,57,20,2026-03-23 18:57:58,CAM-3,VIOLATION
703,AS05UA4808,Main Gate,1,30,20,2026-03-24 03:51:58,CAM-11,VIOLATION
704,DL15VL1668,Library Junction,7,59,20,2026-03-23 12:42:58,CAM-5,VIOLATION
705,ML56BF3812,Library Junction,7,12,20,2026-03-23 20:26:58,CAM-7,NORMAL
706,KA54JI4942,Sports Complex,5,39,25,2026-03-23 23:46:58,CAM-4,VIOLATION
707,WB83EK6884,Academic Block B,3,17,20,2026-03-23 13:47:58,CAM-11,NORMAL
708,DL83RN3192,Sports Complex,5,64,25,2026-03-24 05:27:58,CAM-10,VIOLATION
709,WB83EK6884,Residential Zone,4,32,15,2026-03-24 00:30:58,CAM-3,VIOLATION
710,KA67DY2024,Academic Block A,2,30,20,2026-03-23 14:02:58,CAM-2,VIOLATION
711,ML37VL7728,Main Gate,1,13,20,2026-03-24 11:06:58,CAM-7,NORMAL
712,ML67AP9551,Main Gate,1,65,20,2026-03-23 15:45:58,CAM-12,VIOLATION
713,ML07XQ7196,GH-4 Gate,8,23,20,2026-03-23 13:00:58,CAM-2,VIOLATION
714,DL05AZ5766,Academic Block A,2,51,20,2026-03-24 08:40:58,CAM-1,VIOLATION
715,ML46MM6488,Academic Block A,2,31,20,2026-03-23 14:16:58,CAM-7,VIOLATION
716,AS38TM4623,Residential Zone,4,63,15,2026-03-24 12:11:58,CAM-5,VIOLATION
717,WB67HF8236,Sports Complex,5,52,25,2026-03-24 01:36:58,CAM-6,VIOLATION
718,AS27RC7448,Sports Complex,5,57,25,2026-03-24 05:02:58,CAM-9,VIOLATION
719,WB15EK7276,Library Junction,7,45,20,2026-03-23 20:23:58,CAM-11,VIOLATION
720,WB35LG7640,Library Junction,7,30,20,2026-03-23 19:43:58,CAM-4,VIOLATION
721,ML28CR1695,Hospital Road,6,29,20,2026-03-23 15:40:58,CAM-6,VIOLATION
722,AS56EJ1700,GH-4 Gate,8,24,20,2026-03-24 06:33:58,CAM-9,VIOLATION
723,ML37VL7728,Academic Block A,2,65,20,2026-03-24 08:53:58,CAM-5,VIOLATION
724,AS35MP2924,Academic Block A,2,59,20,2026-03-23 13:59:58,CAM-12,VIOLATION
725,AS39DD6131,Sports Complex,5,25,25,2026-03-23 22:27:58,CAM-7,NORMAL
726,DL59QR2695,Academic Block B,3,53,20,2026-03-24 09:58:58,CAM-7,VIOLATION
727,ML32GF1928,GH-4 Gate,8,25,20,2026-03-24 01:46:58,CAM-3,VIOLATION
728,DL98KR3808,Academic Block A,2,45,20,2026-03-24 04:55:58,CAM-1,VIOLATION
729,AS35MP2924,Hospital Road,6,38,20,2026-03-24 10:50:58,CAM-2,VIOLATION
730,AS66CQ3987,Residential Zone,4,69,15,2026-03-24 10:27:58,CAM-9,VIOLATION
731,KA55JD5796,Hospital Road,6,22,20,2026-03-23 17:23:58,CAM-4,VIOLATION
732,KA48KJ3409,Main Gate,1,26,20,2026-03-23 22:45:58,CAM-12,VIOLATION
733,AS17HA8384,Residential Zone,4,59,15,2026-03-24 08:22:58,CAM-2,VIOLATION
734,KA32PF6209,Academic Block A,2,45,20,2026-03-24 06:55:58,CAM-3,VIOLATION
735,KA54JI4942,Sports Complex,5,15,25,2026-03-24 09:17:58,CAM-5,NORMAL
736,ML94LG3675,Main Gate,1,21,20,2026-03-24 06:19:58,CAM-8,VIOLATION
737,ML66ZK5727,Sports Complex,5,34,25,2026-03-23 23:19:58,CAM-5,VIOLATION
738,WB57OF5240,Sports Complex,5,24,25,2026-03-24 05:06:58,CAM-6,NORMAL
739,WB69AZ2580,Hospital Road,6,18,20,2026-03-23 19:59:58,CAM-7,NORMAL
740,KA85SP8923,Main Gate,1,30,20,2026-03-23 14:07:58,CAM-9,VIOLATION
741,AS84QL6148,Residential Zone,4,65,15,2026-03-24 03:00:58,CAM-5,VIOLATION
742,KA91KA4712,Hospital Road,6,25,20,2026-03-24 06:47:58,CAM-6,VIOLATION
743,WB35LG7640,Academic Block B,3,14,20,2026-03-24 02:08:58,CAM-6,NORMAL
744,KA26GV1325,Library Junction,7,57,20,2026-03-24 10:44:58,CAM-9,VIOLATION
745,DL09RM3079,Main Gate,1,54,20,2026-03-24 06:23:58,CAM-4,VIOLATION
746,ML28CR1695,Academic Block A,2,55,20,2026-03-23 15:11:58,CAM-4,VIOLATION
747,AS66CQ3987,GH-4 Gate,8,55,20,2026-03-23 13:24:58,CAM-11,VIOLATION
748,ML64JM7237,Hospital Road,6,53,20,2026-03-23 19:41:58,CAM-4,VIOLATION
749,AS39TF1535,Library Junction,7,49,20,2026-03-24 01:04:58,CAM-5,VIOLATION
750,KA16IA3366,Academic Block A,2,44,20,2026-03-24 04:41:58,CAM-12,VIOLATION
751,DL32VH5131,Library Junction,7,15,20,2026-03-23 14:05:58,CAM-7,NORMAL
752,ML64JM7237,Library Junction,7,70,20,2026-03-24 02:09:58,CAM-9,VIOLATION
753,ML32GF1928,Sports Complex,5,44,25,2026-03-23 16:07:58,CAM-10,VIOLATION
754,DL08NI4952,Hospital Road,6,49,20,2026-03-23 23:00:58,CAM-7,VIOLATION
755,DL49NC5997,Academic Block B,3,53,20,2026-03-24 03:48:58,CAM-2,VIOLATION
756,ML45SH3466,GH-4 Gate,8,47,20,2026-03-23 19:01:58,CAM-3,VIOLATION
757,AS39TF1535,Residential Zone,4,51,15,2026-03-23 15:50:58,CAM-3,VIOLATION
758,WB83EK6884,Academic Block A,2,59,20,2026-03-23 18:16:58,CAM-10,VIOLATION
759,AS78YT6554,Library Junction,7,55,20,2026-03-24 03:59:58,CAM-8,VIOLATION
760,ML37VL7728,GH-4 Gate,8,15,20,2026-03-24 04:26:58,CAM-10,NORMAL
761,KA85SP8923,Main Gate,1,26,20,2026-03-23 13:15:58,CAM-8,VIOLATION
762,AS34EA9219,Sports Complex,5,25,25,2026-03-24 09:42:58,CAM-11,NORMAL
763,DL68JU6845,GH-4 Gate,8,15,20,2026-03-23 23:57:58,CAM-12,NORMAL
764,DL05AZ5766,Library Junction,7,60,20,2026-03-24 08:21:58,CAM-10,VIOLATION
765,KA13RM5187,Hospital Road,6,15,20,2026-03-23 22:55:58,CAM-3,NORMAL
766,AS87CO8533,Sports Complex,5,63,25,2026-03-24 01:31:58,CAM-5,VIOLATION
767,KA97LD1716,Residential Zone,4,54,15,2026-03-24 07:28:58,CAM-4,VIOLATION
768,ML64JM7237,Library Junction,7,56,20,2026-03-24 01:24:58,CAM-4,VIOLATION
769,AS27RC7448,Sports Complex,5,23,25,2026-03-23 13:24:58,CAM-3,NORMAL
770,KA92JX4694,Library Junction,7,33,20,2026-03-23 15:13:58,CAM-3,VIOLATION
771,DL98TW1231,Main Gate,1,39,20,2026-03-24 04:47:58,CAM-2,VIOLATION
772,ML64JM7237,Library Junction,7,52,20,2026-03-23 15:25:58,CAM-4,VIOLATION
773,DL86SZ9423,Hospital Road,6,30,20,2026-03-24 00:13:58,CAM-8,VIOLATION
774,ML28TE1153,Main Gate,1,56,20,2026-03-23 15:21:58,CAM-10,VIOLATION
775,WB53AS7612,Sports Complex,5,69,25,2026-03-23 13:57:58,CAM-11,VIOLATION
776,AS39DD6131,Sports Complex,5,53,25,2026-03-24 02:29:58,CAM-7,VIOLATION
777,WB03IY1586,Main Gate,1,25,20,2026-03-23 20:16:58,CAM-2,VIOLATION
778,DL31BI3386,Hospital Road,6,25,20,2026-03-24 10:39:58,CAM-10,VIOLATION
779,ML96SL5034,Academic Block B,3,49,20,2026-03-23 22:07:58,CAM-5,VIOLATION
780,DL74BJ4274,Academic Block B,3,35,20,2026-03-24 01:34:58,CAM-4,VIOLATION
781,AS20GA9785,Hospital Road,6,48,20,2026-03-24 02:22:58,CAM-6,VIOLATION
782,KA48KJ3409,Academic Block B,3,26,20,2026-03-23 16:54:58,CAM-7,VIOLATION
783,ML28CR1695,GH-4 Gate,8,68,20,2026-03-23 19:14:58,CAM-8,VIOLATION
784,KA72NF7276,Hospital Road,6,54,20,2026-03-23 17:14:58,CAM-12,VIOLATION
785,ML66DO3392,Academic Block A,2,49,20,2026-03-24 02:53:58,CAM-4,VIOLATION
786,ML34UE2374,Residential Zone,4,11,15,2026-03-24 08:29:58,CAM-6,NORMAL
787,DL40VN4049,Hospital Road,6,38,20,2026-03-23 13:30:58,CAM-2,VIOLATION
788,KA54JI4942,Residential Zone,4,29,15,2026-03-24 03:42:58,CAM-4,VIOLATION
789,DL83RN3192,Residential Zone,4,29,15,2026-03-24 09:30:58,CAM-11,VIOLATION
790,ML32GF1928,Main Gate,1,52,20,2026-03-23 22:49:58,CAM-8,VIOLATION
791,AS34EA9219,GH-4 Gate,8,51,20,2026-03-23 15:01:58,CAM-5,VIOLATION
792,AS78YT6554,GH-4 Gate,8,66,20,2026-03-23 21:14:58,CAM-10,VIOLATION
793,WB53AS7612,Sports Complex,5,57,25,2026-03-23 16:53:58,CAM-12,VIOLATION
794,KA55JD5796,Main Gate,1,43,20,2026-03-23 15:47:58,CAM-11,VIOLATION
795,KA82OH1461,Academic Block A,2,17,20,2026-03-24 06:22:58,CAM-7,NORMAL
796,KA16IA3366,Sports Complex,5,27,25,2026-03-24 01:52:58,CAM-8,VIOLATION
797,AS39TF1535,GH-4 Gate,8,50,20,2026-03-24 11:33:58,CAM-7,VIOLATION
798,KA04TV4558,Hospital Road,6,25,20,2026-03-24 11:21:58,CAM-4,VIOLATION
799,KA85SP8923,Residential Zone,4,66,15,2026-03-23 22:05:58,CAM-6,VIOLATION
800,AS86JG9373,Main Gate,1,29,20,2026-03-24 03:51:58,CAM-10,VIOLATION
801,WB55CZ1211,Residential Zone,4,27,15,2026-03-23 15:02:58,CAM-1,VIOLATION
802,ML96SL5034,Hospital Road,6,35,20,2026-03-23 12:54:58,CAM-9,VIOLATION
803,KA32PF6209,Sports Complex,5,50,25,2026-03-23 14:06:58,CAM-1,VIOLATION
804,DL98TW1231,Academic Block A,2,33,20,2026-03-23 22:28:58,CAM-11,VIOLATION
805,DL52IZ2550,GH-4 Gate,8,12,20,2026-03-23 14:53:58,CAM-3,NORMAL
806,ML07XQ7196,Main Gate,1,13,20,2026-03-23 13:27:58,CAM-7,NORMAL
807,WB91KK4291,Hospital Road,6,66,20,2026-03-23 14:54:58,CAM-10,VIOLATION
808,AS34EA9219,GH-4 Gate,8,49,20,2026-03-24 07:11:58,CAM-12,VIOLATION
809,DL74BJ4274,Library Junction,7,14,20,2026-03-23 13:58:58,CAM-12,NORMAL
810,DL39UK9366,Hospital Road,6,20,20,2026-03-24 06:30:58,CAM-12,NORMAL
811,KA54JI4942,Main Gate,1,22,20,2026-03-23 14:44:58,CAM-10,VIOLATION
812,WB67HF8236,Main Gate,1,54,20,2026-03-24 06:56:58,CAM-11,VIOLATION
813,AS20GA9785,Main Gate,1,27,20,2026-03-24 06:44:58,CAM-6,VIOLATION
814,ML28CR1695,Academic Block A,2,42,20,2026-03-23 23:31:58,CAM-7,VIOLATION
815,KA04TV4558,Hospital Road,6,53,20,2026-03-24 01:06:58,CAM-12,VIOLATION
816,WB43LM1595,Academic Block A,2,18,20,2026-03-24 02:03:58,CAM-6,NORMAL
817,WB83EK6884,Academic Block B,3,31,20,2026-03-24 12:02:58,CAM-3,VIOLATION
818,KA67DY2024,Academic Block B,3,25,20,2026-03-24 08:47:58,CAM-9,VIOLATION
819,DL86SZ9423,Hospital Road,6,28,20,2026-03-24 09:28:58,CAM-10,VIOLATION
820,DL12UZ8203,Hospital Road,6,25,20,2026-03-23 14:49:58,CAM-1,VIOLATION
821,KA72NF7276,Academic Block A,2,24,20,2026-03-24 07:34:58,CAM-12,VIOLATION
822,DL21FZ5173,Sports Complex,5,62,25,2026-03-23 17:18:58,CAM-7,VIOLATION
823,AS15DM4115,Library Junction,7,22,20,2026-03-23 14:28:58,CAM-10,VIOLATION
824,ML72BR1484,GH-4 Gate,8,19,20,2026-03-23 15:34:58,CAM-12,NORMAL
825,KA16QU5840,Academic Block B,3,40,20,2026-03-24 11:08:58,CAM-9,VIOLATION
826,KA72NF7276,Academic Block B,3,16,20,2026-03-24 07:04:58,CAM-6,NORMAL
827,AS20XH6881,Sports Complex,5,24,25,2026-03-24 10:04:58,CAM-4,NORMAL
828,AS05UA4808,Sports Complex,5,32,25,2026-03-23 22:09:58,CAM-2,VIOLATION
829,WB69AZ2580,Academic Block B,3,57,20,2026-03-23 19:06:58,CAM-3,VIOLATION
830,ML67RX5733,Residential Zone,4,63,15,2026-03-24 02:23:58,CAM-1,VIOLATION
831,WB43LM1595,Library Junction,7,44,20,2026-03-24 03:58:58,CAM-8,VIOLATION
832,DL52IZ2550,Academic Block B,3,34,20,2026-03-24 06:15:58,CAM-11,VIOLATION
833,DL31BI3386,GH-4 Gate,8,40,20,2026-03-23 14:41:58,CAM-12,VIOLATION
834,AS39DD6131,Academic Block B,3,36,20,2026-03-24 00:13:58,CAM-7,VIOLATION
835,WB59SZ3341,Main Gate,1,15,20,2026-03-24 04:14:58,CAM-12,NORMAL
836,DL98TW1231,Hospital Road,6,40,20,2026-03-23 21:07:58,CAM-8,VIOLATION
837,DL15VL1668,Sports Complex,5,24,25,2026-03-24 11:35:58,CAM-5,NORMAL
838,KA82OH1461,GH-4 Gate,8,20,20,2026-03-23 17:14:58,CAM-4,NORMAL
839,KA98NI8813,Residential Zone,4,29,15,2026-03-24 11:02:58,CAM-12,VIOLATION
840,KA55JD5796,Residential Zone,4,25,15,2026-03-23 18:41:58,CAM-9,VIOLATION
841,WB43LM1595,Academic Block A,2,69,20,2026-03-24 06:45:58,CAM-4,VIOLATION
842,DL01NF5747,Hospital Road,6,31,20,2026-03-24 02:24:58,CAM-11,VIOLATION
843,DL83WU9535,Academic Block A,2,68,20,2026-03-24 03:21:58,CAM-8,VIOLATION
844,AS11BT4725,Main Gate,1,67,20,2026-03-24 10:39:58,CAM-6,VIOLATION
845,AS56EJ1700,Residential Zone,4,24,15,2026-03-23 14:48:58,CAM-7,VIOLATION
846,ML56BF3812,Sports Complex,5,69,25,2026-03-24 05:26:58,CAM-1,VIOLATION
847,ML28TE1153,Library Junction,7,55,20,2026-03-24 00:22:58,CAM-3,VIOLATION
848,DL15VL1668,Hospital Road,6,34,20,2026-03-23 18:00:58,CAM-9,VIOLATION
849,ML08KZ2169,GH-4 Gate,8,14,20,2026-03-23 22:32:58,CAM-7,NORMAL
850,ML45SH3466,GH-4 Gate,8,60,20,2026-03-24 01:35:58,CAM-5,VIOLATION
851,AS83FS6022,Academic Block A,2,28,20,2026-03-23 13:15:58,CAM-9,VIOLATION
852,ML46MM6488,Library Junction,7,15,20,2026-03-24 00:53:58,CAM-4,NORMAL
853,ML64JM7237,Residential Zone,4,64,15,2026-03-24 06:05:58,CAM-6,VIOLATION
